Numéro d'image,Caractéristique[Gabor][DCT][Fourier][PHOG],Étiquette
36,"['[[0.4814994564245432, 0.05564615178268871], [0.14719698382549465, 0.005264442017891702], [0.3248040301400193, 0.02507445635786243], [0.000484487144014497, 7.762901709011177e-06], [0.48150372850504497, 0.05564509563209754], [0.14740320484685335, 0.005263604280056945], [0.3276168338613073, 0.025463376572183873], [7.803290517803936e-05, 2.335984426160165e-06], [0.4814994564245433, 0.055641205985693235], [0.14719698382549465, 0.005251261732951032], [0.32480403014001924, 0.02500099517902122], [0.00048448714401449583, 6.88377534903422e-06], [0.48150372850504486, 0.05564410243474755], [0.1474032048468534, 0.005260322726305787], [0.32761683386130735, 0.02545014450677467], [7.803290517803936e-05, 2.1450692172144036e-06]]', '[480.1119475057257, -41.77112613362057, -184.60389312877777, 20.641815433234918, -58.52109264627461, 13.55127194900215, -46.42855795452115, -12.005599592365762, 0.465263633511796, -0.3196709254610912, 12.863489333614986, 2.626536830063303, 23.706061214695495, -2.630898560041403, 17.533290355481668, -6.996075838052381, 13.48253023491706, -9.213441871523639, 8.851020594773303, -6.777471719094538]', '[11328.844491476684, 12272.48383270163, 12272.483832701631, 14656.22773094012, 14656.227730940127, 14793.679087789402, 14793.679087789405, 16232.278111446969, 16232.278111446969, 18806.12602543428, 18806.126025434285, 22574.004019742093, 22574.0040197421, 32599.120485651783, 32599.120485651783, 39364.357009788735, 39364.357009788735, 127729.1824568002, 127729.18245680022, 455514.67058823525]']",1
37,"['[[0.5166189525180561, 0.034285526133508056], [0.15793320341922623, 0.003234378653413497], [0.3484945114385111, 0.015393503899282774], [0.0005198245553750864, 3.7852958929551604e-06], [0.5166235361945779, 0.03428754951553868], [0.15815446574178973, 0.003243767227254933], [0.3515124747876733, 0.015667513571750946], [8.372445118499734e-05, 1.1706188144738568e-06], [0.5166189525180563, 0.034288424105356013], [0.15793320341922626, 0.0032538841757909207], [0.34849451143851135, 0.015428360499486954], [0.0005198245553750855, 8.522211876372084e-06], [0.5166235361945779, 0.03428750282726586], [0.1581544657417898, 0.0032435545839490953], [0.351512474787673, 0.015665122935040326], [8.372445118499734e-05, 1.0969664952025835e-06]]', '[554.1249143267188, -12.782201662546235, -119.6782624014293, 3.4974145840680757, -42.027841650111014, -18.12238473309014, -72.13688823606586, 12.57556434130785, -23.178136293886283, 10.166724528703703, -16.589980062431525, 11.500821869606169, -3.7873869619058347, 8.382438927476283, 6.145526730866449, 4.681216082972565, 4.748921746658854, 6.8466799537315985, 4.675505050114577, 1.4735239967122484]', '[17269.034772783165, 17521.10342365484, 17521.10342365484, 18854.857139930777, 18854.85713993078, 18995.874226015418, 18995.87422601542, 24771.51130992871, 24771.511309928712, 25160.016869499384, 25160.016869499388, 27770.31676791923, 27770.31676791923, 30512.678767846097, 30512.678767846097, 55203.41048339451, 55203.41048339451, 86799.8185450215, 86799.8185450215, 565533.2745098039]']",1
23,"['[[0.45412223298704635, 0.05650372390913248], [0.1388276187893624, 0.005314047814117841], [0.3063362366920813, 0.025504029181709114], [0.00045694004584584424, 3.1787199015599716e-06], [0.45412626216446517, 0.05650422962420412], [0.13902211444134874, 0.005325155088066656], [0.30898910927547085, 0.025921337237291304], [7.359608961774796e-05, 1.426648608067192e-06], [0.45412223298704646, 0.05650296807687363], [0.13882761878936245, 0.005315298735748968], [0.30633623669208154, 0.025471611251880102], [0.00045694004584584375, 4.220775367342378e-06], [0.4541262621644649, 0.05650441106733005], [0.13902211444134868, 0.005326560282198049], [0.30898910927547096, 0.02591648112968402], [7.359608961774793e-05, 1.7042858029610413e-06]]', '[567.9975315137016, -37.297864170414485, -236.96261507087004, 24.33824347026909, -70.38960529176458, 12.585639008503845, -74.24657835812866, 6.719193193862416, -30.725990105874104, 2.3756042527732486, -20.80161596404202, -3.7552884200421017, -6.715681026945194, 2.583619087507926, 4.3474467453698225, 1.549818761698626, 2.73098967154798, -2.7920855615877995, 19.362762855763002, 2.299429840716681]', '[17595.80360626304, 18181.253307143805, 18181.25330714381, 18471.969761258122, 18471.969761258126, 18490.21760921627, 18490.21760921627, 19237.262663753034, 19237.262663753034, 26246.19748601954, 26246.19748601954, 34116.57551466021, 34116.57551466021, 59296.01524093732, 59296.01524093732, 62544.48467451209, 62544.48467451209, 203133.05102327795, 203133.05102327795, 675979.1098039215]']",1
35,"['[[0.539916913437762, 0.03653365632649078], [0.165055515876504, 0.0034369905901208116], [0.36421056573472416, 0.016478627698725358], [0.0005432670793421278, 1.8527986550224552e-06], [0.5399217038243088, 0.03653488231145069], [0.16528675646432264, 0.0034470509129670675], [0.36736463015378146, 0.016762308753414133], [8.750017211475506e-05, 1.0826526159633718e-06], [0.5399169134377622, 0.03653508423403849], [0.1650555158765039, 0.0034490889387663905], [0.3642105657347241, 0.016487429275549085], [0.0005432670793421261, 4.9085019520733674e-06], [0.5399217038243089, 0.03653509742981411], [0.16528675646432264, 0.0034480384579871686], [0.3673646301537814, 0.01676292035725746], [8.75001721147551e-05, 1.1253507989917378e-06]]', '[540.8623761006038, -3.9665584432571364, -134.90608685313777, 12.20058380858464, -53.19674745771965, 10.684798691945405, -61.58867105907554, -10.39152911749209, -23.906592543079157, 0.2400357720823202, -5.229723274875761, -7.478774679930572, 6.509194071912288, -5.231726963227033, 4.009117397374757, -3.1923704253387895, 4.449831050143732, -3.1666596193010204, 1.9747890164937025, 1.0162375267317179]', '[13610.829369144405, 13829.12719526449, 13829.127195264491, 16120.239074499541, 16120.239074499541, 16293.696604140672, 16293.696604140674, 19426.844108447927, 19426.844108447927, 20433.285731288437, 20433.285731288437, 25022.510881826016, 25022.51088182602, 35940.660204320084, 35940.660204320084, 43097.023639633495, 43097.023639633495, 91176.37978122906, 91176.37978122906, 515536.89803921565]']",1
34,"['[[0.33498339743299355, 0.0380897416707213], [0.10240623343565665, 0.00359331199386969], [0.22596901422106364, 0.01714551689291058], [0.00033706195790901745, 2.8341881900956208e-06], [0.33498636955688954, 0.03809038723551482], [0.1025497032099941, 0.0036010125899062794], [0.227925906454891, 0.01743480992225999], [5.428817694252678e-05, 1.5630883411185061e-06], [0.33498339743299366, 0.03809024946207441], [0.10240623343565665, 0.003605545929014602], [0.22596901422106375, 0.017150447558337126], [0.00033706195790901707, 7.575435576930025e-06], [0.33498636955688976, 0.038090867899426374], [0.10254970320999411, 0.003602945610980092], [0.227925906454891, 0.01743778905291334], [5.4288176942526806e-05, 1.7015106354314632e-06]]', '[348.7154619964698, -15.387095229967414, -159.86119534414468, 24.268978863985268, -11.44892784744339, 7.1024950080113864, -23.65780682432458, -18.979039417225806, 8.471841520121536, -8.153673503666424, 2.9114948607882454, -10.179132543103254, 9.548498035919474, 2.1181376857192684, 6.678757966529704, 6.2973511457641465, 0.2085130725533898, 3.5678572167331914, -1.266240207104201, 5.061052707610484]', '[11052.127028951903, 11728.414236392999, 11728.414236393, 13014.622470597142, 13014.622470597144, 13173.166202150565, 13173.166202150565, 15752.09897308196, 15752.09897308196, 22371.810698376186, 22371.810698376194, 29441.333995730158, 29441.333995730158, 32470.91244653649, 32470.91244653649, 33217.258552770945, 33217.258552770945, 113310.02018445164, 113310.02018445164, 345407.90196078434]']",1
30,"['[[0.44926333856184014, 0.04827922589774909], [0.13734222852656172, 0.00454384813315583], [0.30305858295795035, 0.021749232943703567], [0.00045205100214760905, 2.994936329704084e-06], [0.44926732462895413, 0.048280186954591006], [0.13753464316649763, 0.004554976950293437], [0.3056830710517246, 0.022105245117685534], [7.280864605391152e-05, 1.611906429962291e-06], [0.4492633385618401, 0.048280190887343914], [0.13734222852656167, 0.004551478793920067], [0.30305858295795063, 0.021741345084375824], [0.0004520510021476085, 5.347938158002332e-06], [0.4492673246289542, 0.04828088219616764], [0.13753464316649758, 0.0045577276595438945], [0.3056830710517247, 0.02211588497881289], [7.280864605391152e-05, 1.9331129988734427e-06]]', '[693.3274586521179, 39.0492031788193, -234.09162196026688, 69.3733986618059, -37.048167108843685, 50.52351710358492, -69.10682563022667, -20.623517752544156, -45.49791357080245, 8.293662552561301, -31.331142348580677, -20.71863137894477, -20.165853033109187, -26.81332193013487, -15.237909869453713, -26.45284146476355, 9.532218343879206, -26.944266566592752, -1.7037375889018862, -15.965532806301312]', '[36647.87419450842, 39305.507772662, 39305.507772662, 40686.75603541975, 40686.75603541975, 40817.573362889525, 40817.57336288954, 45262.55389428457, 45262.55389428457, 52880.79442478301, 52880.79442478302, 57254.9053832817, 57254.9053832817, 57955.274120264614, 57955.27412026462, 109325.2261817163, 109325.22618171631, 243142.97964986926, 243142.97964986926, 1018096.545098039]']",1
24,"['[[0.40219496196067017, 0.04612731085708336], [0.1229531716401798, 0.004363327273348999], [0.2713077715951884, 0.02071187603639018], [0.0004046905678861985, 3.989375590450537e-06], [0.40219853041590264, 0.046127210555903624], [0.12312542740232911, 0.0043674991289007255], [0.2736572975823762, 0.021050777412572014], [6.518063709315996e-05, 1.5567562653704915e-06], [0.4021949619606704, 0.046125798417040106], [0.12295317164017983, 0.004367139810314402], [0.2713077715951885, 0.02069184405043397], [0.0004046905678861983, 8.042525264389357e-06], [0.4021985304159028, 0.04612741092074411], [0.12312542740232917, 0.004369004979268011], [0.2736572975823762, 0.02104332860144702], [6.518063709316002e-05, 1.6732466305537625e-06]]', '[396.0869427664966, -48.82567988441305, -155.39305008603793, 39.586383183525705, -36.3230714649753, 14.356477044987363, -45.45089669721271, 1.3881342909034275, -4.286990452640257, -1.413539056777441, -3.8024770990917514, -0.17153574741936778, 11.593088235541142, 1.588782377282048, 10.220787120903513, -3.1477882691957015, 8.30245390370469, -1.3934511546503745, 10.520327250860749, -2.4828708876155554]', '[8869.407532781648, 9571.83806463937, 9571.838064639373, 12268.00133971669, 12268.001339716691, 15287.927868646588, 15287.92786864659, 22083.0479934595, 22083.0479934595, 24218.283572906697, 24218.283572906697, 26540.241984892844, 26540.241984892844, 28279.147283030026, 28279.147283030026, 30844.192473352563, 30844.192473352563, 111189.43797457994, 111189.43797457994, 371156.9254901961]']",1
25,"['[[0.4666969594121882, 0.031804797614831834], [0.14267178055842503, 0.0029912174900560786], [0.31481874226150236, 0.014330903962181887], [0.00046959279801657395, 1.7179174492844296e-06], [0.46670110015825517, 0.03180619111100134], [0.14287166183004615, 0.003000856160763135], [0.31754507336454507, 0.014585078829842295], [7.563397859494274e-05, 9.641667583540667e-07], [0.46669695941218836, 0.03180672832925448], [0.14267178055842508, 0.003000730760797698], [0.3148187422615022, 0.014358249078262353], [0.00046959279801657395, 4.1107655133332976e-06], [0.46670110015825517, 0.03180641630403578], [0.14287166183004613, 0.003001373538861397], [0.317545073364545, 0.014590036758252193], [7.563397859494279e-05, 9.80263077517108e-07]]', '[416.18687328252184, -29.295463151224247, -110.06941929469986, 3.1443063592131586, -30.104965115042567, -5.737952864027482, -25.29758070535818, 5.782669764321891, -10.10697351633812, -6.496406343537989, -6.686491490525498, 0.050901834012678504, -5.767365530067055, 2.4744223099400573, -2.3787922697361985, 1.1673610668281025, -2.6182232236756873, 3.5658060337376583, -1.8701615120937363, 2.6991753682693993]', '[6431.537813570722, 8480.053602280965, 8480.053602280967, 9229.237231671123, 9229.237231671124, 10222.647531637951, 10222.647531637953, 16061.62526411835, 16061.625264118353, 16864.792852315048, 16864.792852315048, 18318.39701740622, 18318.397017406227, 18774.891543659534, 18774.891543659534, 43330.24864854704, 43330.24864854704, 67862.0204893629, 67862.02048936293, 353146.5176470588]']",1
31,"['[[0.44301359670694884, 0.028498304095422054], [0.1354316486942206, 0.0026919925071045986], [0.2988427083298106, 0.01280640260481808], [0.00044576248085915647, 2.6324584764022525e-06], [0.4430175273235321, 0.02849919367502826], [0.13562138663716064, 0.0026990960680554187], [0.3014306869386585, 0.013017116499607767], [7.179579856874206e-05, 1.5118208636960439e-06], [0.44301359670694884, 0.028499285667917016], [0.1354316486942206, 0.002705016162292316], [0.2988427083298107, 0.012801423764978066], [0.00044576248085915603, 6.967626088520736e-06], [0.4430175273235323, 0.028499332061760658], [0.13562138663716058, 0.0026996212959103146], [0.3014306869386583, 0.013018282094767972], [7.179579856874215e-05, 1.483714803189669e-06]]', '[561.828400520988, 1.7965955453961568, -145.01029052463852, 16.453714142396024, 3.5628999817011593, 4.272040348097505, -47.90469556665873, 4.100085867873234, -33.06245537947955, 5.7378887601692155, -38.85329785960951, -1.3329947851704675, -21.24197341641092, -3.1213363667104232, -14.401811924991813, 5.832876534247092, -16.312650601051054, 1.9167212374454996, -5.9798043975744894, 0.08455786338271848]', '[22978.86459069059, 23236.559073631728, 23236.559073631728, 23624.919711763385, 23624.919711763385, 26860.151733970964, 26860.151733970964, 27333.126997281943, 27333.126997281946, 28450.935595143055, 28450.935595143055, 29484.65360424506, 29484.653604245068, 34102.66833754939, 34102.66833754939, 41092.91787528709, 41092.917875287094, 123906.9070811866, 123906.9070811866, 677959.0549019608]']",1
27,"['[[0.5122239049331784, 0.034958186620222945], [0.15658961364019003, 0.0032869400809957946], [0.34552975384807505, 0.015754276620434687], [0.0005154022366708929, 1.1666674095459458e-06], [0.5122284496148544, 0.034958914323446354], [0.15680899361129955, 0.0032956097796359544], [0.34852204238901663, 0.016008446100377088], [8.301217970292677e-05, 4.0125519735967224e-07], [0.5122239049331783, 0.034958509497962066], [0.15658961364019, 0.0032927153623259204], [0.34552975384807516, 0.015732445934467057], [0.0005154022366708925, 3.6240178334571498e-06], [0.5122284496148543, 0.03495897070263922], [0.15680899361129957, 0.003295953651056958], [0.34852204238901663, 0.016006722287782927], [8.301217970292679e-05, 4.6768850389104213e-07]]', '[346.86018494809167, 1.404158230937525, -76.3580730913698, 19.274152607757742, -26.147158982780432, 9.900757549773804, -49.70571912561878, -10.917657235993158, -22.927237129873276, -2.194001632922977, -13.395502806497422, -3.4372838441917866, -9.018171841981543, -4.526826372350262, -4.307865072350809, -3.5202514671768803, -0.7157731464358668, -6.309262400621078, -1.752018336295949, -1.9977137524685815]', '[6147.017337174992, 6340.685722721027, 6340.685722721028, 6414.366570894633, 6414.366570894635, 7583.749383956962, 7583.749383956963, 9709.481653954328, 9709.48165395433, 10487.075416012469, 10487.075416012469, 12988.870292804102, 12988.870292804102, 19067.478777897162, 19067.478777897166, 24490.121164763186, 24490.12116476319, 35022.40086135726, 35022.40086135726, 223492.1137254902]']",1
33,"['[[0.42895964079380594, 0.03184482715803837], [0.1311352784831458, 0.0029982608152308216], [0.2893623621755375, 0.014340923877423946], [0.0004316213206322574, 1.8417395337375533e-06], [0.42896344671734926, 0.031846474198988874], [0.13131899726842347, 0.0030089782817850773], [0.29186824096274716, 0.014595672552724473], [6.95181822713319e-05, 1.2200143747845139e-06], [0.4289596407938061, 0.03184741392007017], [0.13113527848314574, 0.003017189342469584], [0.28936236217553757, 0.014366489502565593], [0.0004316213206322571, 6.7681780499268465e-06], [0.42896344671734926, 0.03184682697835562], [0.13131899726842347, 0.003010411427393146], [0.29186824096274716, 0.014597096733866019], [6.951818227133203e-05, 1.2923693415285017e-06]]', '[432.87746955978366, 1.727339305425123, -139.70771854801305, 20.475210240889943, -27.0781719573857, -4.958371474743327, -42.24849068233513, -5.80396969900605, -10.419801451748462, -0.2346024123826011, -5.6689414673976035, -5.210030949830735, -0.48076480257097265, -5.031520951934059, -0.7505120087256807, -3.03819820931437, -0.1547102363175405, 2.2505393272835645, -1.2183120490086168, 0.15110135349766457]', '[11231.701516033705, 12282.919200391136, 12282.919200391136, 14720.094152554142, 14720.094152554142, 15984.252053879329, 15984.25205387933, 17949.438608962802, 17949.438608962802, 18137.764365991894, 18137.7643659919, 22713.69171872167, 22713.69171872167, 24593.432616979804, 24593.432616979804, 29073.170047858723, 29073.170047858723, 95005.12749296176, 95005.1274929618, 415648.9372549019]']",1
32,"['[[0.34072938079900716, 0.04388743475326955], [0.10416281157775727, 0.004150079573506932], [0.22984506959246004, 0.01953403400008699], [0.0003428435949044705, 2.935431446365237e-06], [0.34073240390386134, 0.04388768321192596], [0.10430874229476586, 0.004156123474190256], [0.2318355284755923, 0.019833041267538334], [5.521938417271609e-05, 1.1643753934576725e-06], [0.3407293807990072, 0.04389088309118133], [0.10416281157775725, 0.004166772065364726], [0.22984506959246012, 0.019576151432305906], [0.00034284359490447053, 6.654443382821516e-06], [0.34073240390386117, 0.04389208145370909], [0.10430874229476589, 0.004169875166227756], [0.23183552847559227, 0.01991084644111079], [5.5219384172716115e-05, 1.575753228435348e-06]]', '[292.7181668410042, 24.267326865952445, -117.58740393902275, -16.455021315091308, -18.613725352591025, 3.551447246225152, -34.77630654761182, -18.53895070614966, 3.6751986738423685, -2.004036111552857, 4.696682292341143, -7.8892356648782815, 1.8714976386870403, 9.313017017232717, 1.3933838648919625, 7.561391519656903, 3.621325272566383, 2.313864244968503, -1.5080195370857015, -10.064517185100177]', '[11011.437432190904, 11250.555126019699, 11250.555126019699, 11938.523776389446, 11938.523776389447, 12284.682114134708, 12284.682114134708, 13082.96827696078, 13082.96827696078, 15548.708827582108, 15548.70882758211, 18418.40317104874, 18418.403171048743, 20334.05267621508, 20334.052676215084, 21765.28474852462, 21765.28474852462, 70098.26931616715, 70098.26931616715, 239278.0784313725]']",1
26,"['[[0.5217968725892791, 0.0504588221798874], [0.15951612154468625, 0.004732868211995369], [0.35198736960155985, 0.022804483631018946], [0.0005250346042625152, 1.8911956637881568e-06], [0.5218015022066449, 0.05046111185506192], [0.15973960151454156, 0.004748930570402763], [0.355035581111235, 0.02320769007379482], [8.456359677601758e-05, 8.733467200450971e-07], [0.5217968725892788, 0.050461700051334005], [0.15951612154468614, 0.004746719053223851], [0.35198736960156013, 0.022834828263579], [0.0005250346042625149, 4.786776872052575e-06], [0.5218015022066447, 0.0504611428887482], [0.1597396015145416, 0.004749065259185878], [0.35503558111123507, 0.02320714227155179], [8.456359677601752e-05, 8.922445908117952e-07]]', '[901.8731774314704, 6.507430760375904, -252.25120565076685, 12.544151715201101, -49.29817239174375, -43.22199382341403, -98.59332045745097, -13.94747699262043, -58.99105519586108, 8.890420876508962, -41.38735906803604, 9.313880353711697, -14.712743689754266, 4.86670542071702, -9.29349365190328, 0.0473255300433277, 11.510660825128017, -5.736554625559663, 12.883925850273371, -7.294718135038417]', '[63934.32980228941, 68912.42704426762, 68912.42704426762, 71522.59260299342, 71522.59260299343, 71630.0417991326, 71630.04179913261, 73177.34512319075, 73177.34512319075, 74132.72322940583, 74132.72322940585, 81645.73632408651, 81645.73632408652, 93265.23110885541, 93265.23110885543, 116766.0824516666, 116766.08245166663, 293394.4394782578, 293394.4394782578, 1483209.8901960782]']",1
28,"['[[0.4767826901482678, 0.034182297780093567], [0.1457550429052843, 0.0032163185539285308], [0.32162225147896095, 0.01539251410782688], [0.00047974111036547495, 1.9198977291518503e-06], [0.47678692037949005, 0.03418407785197183], [0.14595924378654523, 0.003227451191548568], [0.32440750098900867, 0.01566794561869477], [7.726849522767959e-05, 1.0792285923167517e-06], [0.47678269014826774, 0.034185327019768556], [0.14575504290528432, 0.003236460430615456], [0.32162225147896106, 0.015429036875326714], [0.0004797411103654744, 6.825548128022263e-06], [0.47678692037948994, 0.03418468331730537], [0.14595924378654526, 0.0032297866803113894], [0.3244075009890087, 0.01567323661641165], [7.726849522767968e-05, 1.1621890237973686e-06]]', '[497.58864209517105, 4.462374902620693, -130.43483875372573, -7.221229007287988, -21.712709570694386, 13.366757701820095, -47.382646079496816, -6.040531899512549, -26.5848172033188, 2.311902247021757, -17.482209955457243, -4.829209692751382, -8.56820151352893, 0.3624319703709061, -6.194044624497963, 1.544405314813196, -0.4481474697529485, -1.3179773865979079, -2.4143958610465113, 0.8185037178276162]', '[16906.629994795014, 17832.230939119883, 17832.230939119894, 18310.760693283974, 18310.76069328398, 18718.035283689955, 18718.035283689955, 22405.4641356662, 22405.464135666214, 22462.949977002983, 22462.949977002983, 25922.52208547071, 25922.522085470715, 34264.275824045355, 34264.27582404537, 35578.16901727778, 35578.16901727779, 91691.16712053817, 91691.16712053817, 494121.3058823529]']",1
29,"['[[0.612874237047421, 0.014629315655365238], [0.18735896365828825, 0.0013810496808891574], [0.413425227185459, 0.006598807130123765], [0.000616677100639056, 1.795189300273358e-06], [0.6128796747442721, 0.014628715755037663], [0.18762145108053152, 0.0013797429647967316], [0.41700549069696896, 0.006691439197433644], [9.932380314759376e-05, 1.236278300418105e-07], [0.6128742370474209, 0.014627502588477722], [0.18735896365828833, 0.001374289012331316], [0.4134252271854591, 0.0065611797111045965], [0.0006166771006390549, 7.801890906250116e-07], [0.6128796747442721, 0.01462859334985765], [0.18762145108053147, 0.0013794745203162633], [0.41700549069696874, 0.006687635249824673], [9.932380314759382e-05, 1.3179702102722686e-07]]', '[519.4568654478977, -26.49022781379172, -48.4487110422411, -3.013642614003929, -16.810333758249293, -22.11843783589133, -35.68875402051514, -8.66895540248995, -19.256706753665632, -3.374566540448548, -17.856127884345305, -1.4298071482694268, -12.285907036016035, 0.06454508210771825, -8.20925151363118, 1.1014619491399888, -6.747409930149578, 1.691220981153597, -3.969437155435064, -0.5280329257559154]', '[8135.097599750512, 8610.852676888158, 8610.85267688816, 8939.46971275621, 8939.46971275621, 9153.064562240974, 9153.064562240976, 9728.17556265334, 9728.17556265334, 12107.932453199955, 12107.932453199955, 13733.19859133236, 13733.19859133236, 20290.385804513204, 20290.385804513207, 22388.111965542594, 22388.111965542594, 29411.312197445903, 29411.312197445903, 418929.32156862743]']",1
39,"['[[0.4900293949319196, 0.04835543812892346], [0.14980463208708614, 0.004539111288049486], [0.33055805201289024, 0.021841130567652054], [0.0004930700104973496, 1.764698273111662e-06], [0.4900337426938858, 0.048357148345526575], [0.1500145063890617, 0.00455289016993957], [0.3334206855781289, 0.02221975732631282], [7.941528655737302e-05, 8.991532723346857e-07], [0.4900293949319198, 0.0483572845497027], [0.149804632087086, 0.004548874997447095], [0.3305580520128903, 0.0218543723101695], [0.00049307001049735, 4.212342764471893e-06], [0.4900337426938853, 0.04835724222737143], [0.15001450638906144, 0.004553946956071768], [0.3334206855781289, 0.022217470605537304], [7.941528655737298e-05, 1.144119389417593e-06]]', '[793.4275329602342, -23.030967886921093, -237.8848493838567, -0.20464596106482147, -75.11738208268318, -35.014118122788304, -120.94205326872003, -1.0647205081653568, -49.18170957988062, 8.550850756208378, -45.367532373806455, 25.50687165211806, -18.046471117654576, 16.132510991011788, 0.6423697385575268, 8.829401467167514, -1.9204849422697348, 6.944609452796437, 10.573079677646383, -5.856457949538471]', '[36477.95530108158, 41241.73353571737, 41241.73353571738, 42141.377694553186, 42141.37769455319, 43068.02734673293, 43068.02734673293, 55215.220675899305, 55215.22067589933, 60232.522023293604, 60232.52202329362, 69446.66944130692, 69446.66944130692, 82474.94424454734, 82474.94424454737, 136765.33188660274, 136765.33188660274, 259755.942441458, 259755.942441458, 1222378.0549019608]']",1
38,"['[[0.5836075577671865, 0.031169818467488432], [0.1784119817683644, 0.002937797893135854], [0.3936828676620997, 0.014020171971059132], [0.0005872288226190551, 2.546155763855825e-06], [0.5836127357968496, 0.031171933888424208], [0.17866193458768656, 0.0029496564711421745], [0.3970921622902786, 0.014266761802714677], [9.458077804407813e-05, 1.4188125462874883e-06], [0.5836075577671868, 0.03117232266635141], [0.1784119817683643, 0.002956613345025708], [0.39368286766209953, 0.014034485618344514], [0.0005872288226190536, 7.24360825965389e-06], [0.5836127357968495, 0.0311712318358953], [0.17866193458768664, 0.002946939072197447], [0.39709216229027844, 0.014258448109875978], [9.45807780440782e-05, 1.1317991488437952e-06]]', '[704.1205446077025, -10.525319523187207, -128.53044170620518, 11.185346607090107, -40.9790272384635, 23.003110784957116, -53.637222681949126, 3.231361813724462, -55.23810911097861, -4.96745813803782, -33.90107510234251, -9.202493259186195, -16.155348780636395, -10.777893954873306, -9.074731386626656, -10.927273889771518, -3.9757039276433166, -11.09262356341496, -1.237587052754216, -8.12580212557276]', '[22540.536789446036, 24705.543014744482, 24705.543014744486, 27287.10045448642, 27287.100454486423, 29088.220715238833, 29088.220715238833, 29881.176480576487, 29881.176480576487, 33761.50149466895, 33761.50149466895, 35517.491950090334, 35517.49195009034, 46002.39384496089, 46002.39384496089, 46647.66258335722, 46647.66258335722, 105218.552796673, 105218.552796673, 808325.4784313726]']",1
48,"['[[0.4208027905281305, 0.03023122676401318], [0.1286416853116408, 0.0028478251011745163], [0.283860013617943, 0.01363348658717951], [0.00042341385739083154, 2.504964573005884e-06], [0.4208065240804166, 0.030232693394753797], [0.12882191060596968, 0.0028569160242164398], [0.286318242052748, 0.013873992047812046], [6.819626442731333e-05, 1.53629192161394e-06], [0.4208027905281302, 0.03023321233086714], [0.12864168531164075, 0.002863281493678426], [0.28386001361794316, 0.0136506373776813], [0.00042341385739083116, 6.933283881237177e-06], [0.42080652408041663, 0.03023275081084868], [0.12882191060596973, 0.002857236906819238], [0.2863182420527481, 0.013872250829623905], [6.819626442731337e-05, 1.5530562286687298e-06]]', '[548.9003406576611, 40.37406774827171, -159.6655724621543, -7.161180669185381, -9.130108731223928, -5.701546705705079, -49.613665999981606, 11.283323393825212, -24.846471222983787, 4.198460230503399, -10.527963449880406, -8.719531099241436, 1.4098782237132839, -2.997801551242276, -0.12707055254883165, -8.728143913139172, 1.9734835083743416, -4.332508624610777, -0.0950995514659135, -3.225520363269154]', '[20276.45194419162, 20412.514987551032, 20412.514987551032, 24044.190364954255, 24044.19036495426, 26168.539186410002, 26168.539186410006, 27931.066941783425, 27931.06694178343, 36235.74675939797, 36235.746759397975, 38020.2547460817, 38020.2547460817, 43622.97123161787, 43622.97123161787, 67092.26764245146, 67092.26764245148, 144087.9297777383, 144087.9297777383, 681273.5568627451]']",1
49,"['[[0.4195979621598376, 0.036519668969832414], [0.128273362773632, 0.0034448785231808647], [0.2830472751933675, 0.016416307992932522], [0.0004222015531038931, 3.495630001650762e-06], [0.41960168502234263, 0.03652107227413102], [0.12845307205297204, 0.0034536104268902174], [0.28549846531136286, 0.01669758764527657], [6.800100718129905e-05, 1.4223457071680327e-06], [0.4195979621598374, 0.036522125856920454], [0.12827336277363208, 0.003462783191327495], [0.28304727519336725, 0.016438332602039026], [0.0004222015531038927, 8.011600010786014e-06], [0.4196016850223427, 0.03652192355609825], [0.12845307205297207, 0.0034568818187254674], [0.28549846531136286, 0.01670734388454118], [6.800100718129905e-05, 1.6621902905106316e-06]]', '[461.8117101076564, -24.145816573082072, -130.25046721922928, -8.453412101627027, -26.208199252270823, 3.4822077095198853, -1.9995163287705013, -12.66695560582799, 19.88373346562841, -8.561585154168323, 9.54236071231055, 0.5228465028434262, 15.667966089538723, -0.06734652555496781, 14.839641995302607, 5.618157670562157, 10.785427794531024, -2.214504507771559, 8.039033316493384, 0.44767014793205906]', '[20727.12426697516, 21260.19171903759, 21260.191719037597, 21896.353082869286, 21896.35308286929, 24318.821691468114, 24318.82169146812, 24921.7165072333, 24921.7165072333, 34176.89197769401, 34176.89197769402, 34400.05847902339, 34400.0584790234, 37044.9373587452, 37044.9373587452, 40225.52538329949, 40225.52538329949, 97141.63717280222, 97141.63717280222, 483626.0156862745]']",1
